mmsi,shiptype,valid_from,valid_to,shipname,geartype,flag,callsign,imo,tonnage,length,national_id,rfmo_id,rank_name,notes,clav_VRMFID,clav_DateUpdated,clav_TUVI,clav_FlagCode,clav_ParentVesselTypeCode,clav_ParentVesselType,clav_VesselTypeCode,clav_GearTypeCode,clav_LengthTypeCode,clav_TonnageTypeCode,clav_PreviousName,clav_PreviousNameDate,clav_PreviousFlagCode,clav_PreviousFlagCodeDate,clav_AutStatus,clav_DateAutStart,clav_DateAutEnd,clav_DateAutTerm,clav_AutTermCode,clav_AutTermDescription,clav_AutTermReason,clav_URLID
431682000,Tuna longliners,1/1/2012 2:19:47,12/31/2015 19:56:03,CHOKYU MARU NO.11,Drifting longlines,Japan,JINE,9109330,499,52.61,ME1-871,340,WCPFC,,22166,6/29/2015 20:14:29,144,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/31/2012 8:00:00,7/30/2017 8:00:00,,,,,
512085000,Tuna purse seiners,10/3/2012 8:34:32,12/31/2015 22:46:02,SAN NIKUNAU,Boat seines,New Zealand,ZMNK,8131441,1957,79.69,876339,4440,WCPFC,,23186,8/24/2015 16:09:07,14424,NZL,SO,Seiners,SPT,SV,LOA,GRT,PACIFIC FREEDOM,8/23/2015 16:09:07,USA,4/28/2008 15:00:00,Authorized,4/30/2015 8:00:00,4/29/2016 8:00:00,,,,,
416196700,Tuna longliners,10/22/2015 5:42:38,12/16/2015 17:06:12,MAAN YU FENG NO.1,Longlines (not specified),"Taiwan, Republic of China",BJ4926,,79.28,27.2,CT4-2926,5217,WCPFC,,23880,8/7/2015 23:59:33,14939,TWN,LO,Liners,LLT,LL,LOA,GT,YU FENG NO.166,2/15/2011 8:00:00,,,Authorized,7/20/2014 8:00:00,7/19/2019 8:00:00,,,,,
224469000,Tuna purse seiners,6/30/2012 5:27:55,11/1/2015 4:36:24,ALBACAN,Gear not known or not specified,Spain,EACO,,1550.74,71.95,22090,8853,WCPFC,,24861,7/13/2015 7:13:41,1517,ESP,SO,Seiners,SPT,UNK,LOA,GRT,,,,,Authorized,12/31/2007 8:00:00,12/30/2020 8:00:00,,,,,
412460288,Longliners,2/7/2015 12:13:13,12/31/2015 21:13:25,Shen Gang Fa 718,Longlines (not specified),China,BZXD65,,302,38.85,(Yue)Chuandeng(Ji)(2013)FT-200038,15554,IATTC,,28398,12/2/2013 3:00:00,24373,CHN,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,,,,,,,
416245800,Longliners,2/18/2014 3:05:07,12/30/2015 3:14:32,RUEY I SHYANG NO.106,Longlines (not specified),"Taiwan, Republic of China",BH3430,9743954,263,38,CT6-1430,AT000TAI00268,ICCAT,,33503,9/11/2015 6:22:41,22295,TWN,LO,Liners,LL,LL,LOA,GRT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,27131
251360110,Fishing vessels not specified,1/3/2012 16:44:36,9/18/2014 15:46:09,Stafnes,Gear not known or not specified,Iceland,TFGF,6422377,257.13,33.22,KE 130 964,AT000ISL00004,ICCAT,,33770,5/23/2013 7:50:19,31650,ISL,FX,Fishing vessels not specified,FX,UNK,LOA,GT,,,,,Unauthorized,7/31/2012 15:00:00,12/20/2012 15:00:00,5/23/2013 7:50:19,2,Expiration of authorization,Explicit CLAV 'DROP' request,22892
355513000,Fish carriers,1/2/2012 15:53:45,12/31/2015 21:27:15,YUNG DA FA 108,,Panama,3EAX9,9016076,5024,110.22,19877-91-E,9299,WCPFC,,40845,9/23/2015 20:57:06,35460,PAN,FO,Fish carriers,FO,,LOA,GRT,SPICA,5/10/2015 5:06:31,,,Authorized,4/26/2014 8:00:00,8/3/2016 8:00:00,,,,,
271073019,Purse seiners,3/1/2013 22:46:20,12/28/2015 4:50:35,KAPTAN AHMET,Purse seines,Turkey,TC7301,,113,28.8,TUR001454494,AT000TUR00066,ICCAT,,8312,4/9/2015 10:57:42,6937,TUR,SO,Seiners,SP,PS,LOA,GRT,KAPTAN AHMET,12/16/2014 9:21:48,,,Unauthorized,8/31/2012 17:00:00,9/2/2014 17:00:00,4/9/2015 10:57:42,2,Expiration of authorization,Explicit CLAV 'DROP' request,2452
271072072,Purse seiners,9/16/2013 5:53:51,10/18/2015 15:36:46,KETENC��-1,Purse seines,Turkey,TC9107,,127.7,23,TUR340121044,AT000TUR00645,ICCAT,,8737,2/14/2014 4:09:22,7361,TUR,SO,Seiners,SP,PS,LOA,GRT,KETENC?-1,6/1/2011 17:00:00,,,Unauthorized,8/31/2012 15:00:00,9/12/2013 15:00:00,2/14/2014 4:09:22,2,Expiration of authorization,Explicit CLAV 'DROP' request,8684
224015520,Longliners,2/11/2014 23:04:27,12/31/2015 12:04:10,PEIXI��O PRIMERO,Longlines (not specified),Spain,EA5101,,86,23.45,ESP000024831,ATEU0ESP00562,ICCAT,,9963,4/13/2015 8:10:01,20754,ESP,LO,Liners,LL,LL,LOA,GT,BERMAGUI,12/31/2010 18:00:00,,,Authorized,12/31/2010 18:00:00,12/30/2015 18:00:00,,,,,4059
538002960,Fish carriers,1/1/2012 8:55:43,12/31/2015 21:08:53,AMAGI,Gear not known or not specified,Tuvalu,V7NH7,9170963,2782,95.95,2960,AT000TUV00001,ICCAT,,1000054,9/11/2013 5:53:21,26691,TUV,FO,Fish carriers,FO,UNK,UNK,GRT,AMAGI,5/20/2007 15:00:00,TUV,5/20/2007 15:00:00,Unauthorized,5/20/2007 17:00:00,12/30/2013 18:00:00,9/11/2013 5:53:21,2,Expiration of authorization,Explicit CLAV 'DROP' request,19094
345040700,Purse seiners,4/4/2015 4:52:42,12/31/2015 16:58:42,Manzanillo,Purse seines,Mexico,XCAQ9,9685310,2042,79.5,6012000337,15962,IATTC,,1000473,5/8/2015 2:00:00,38014,MEX,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,,,,,,,
263584000,Longliners,6/19/2012 21:46:49,12/11/2015 9:32:06,Balueiro,Longlines (not specified),Portugal,CUIB8,9296925,398,39.1,PRT000023097,15999,IATTC,,1000774,9/1/2015 2:00:00,46,PRT,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,,,,,,,
431702990,Longliners,12/18/2012 1:43:14,12/31/2015 10:45:26,KOSHIN MARU 7,Longlines (not specified),Japan,JLVW,9073397,435,49.9,1047,211,CCSBT,,112,3/25/2015 23:09:01,628,JPN,LO,Liners,LL,LL,REG,GRT,HOKURYO MARU 88,3/30/2010 8:00:00,,,Authorized,3/31/2015 8:00:00,3/30/2016 8:00:00,,,,,15974
416002061,Tuna longliners,3/10/2013 17:30:25,12/26/2015 17:57:35,FENG GUO NO.168,Longlines (not specified),"Taiwan, Republic of China",BJ4645,,94.58,27.9,CT4-2645,3539,WCPFC,,22305,2/9/2015 17:46:27,14039,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,1/28/2015 8:00:00,1/27/2020 8:00:00,,,,,
416221600,Tuna longliners,10/4/2012 9:26:57,9/19/2015 13:01:35,RUI JIN FA NO.66,Longlines (not specified),"Taiwan, Republic of China",BJ4991,,82,23.9,CT4-2991,8896,WCPFC,,24903,7/14/2015 1:26:41,15720,TWN,LO,Liners,LLT,LL,LOA,GT,KUO RONG NO.29,2/16/2011 8:00:00,,,Authorized,5/5/2015 8:00:00,5/4/2020 8:00:00,,,,,
441081000,Tuna longliners,1/3/2012 6:38:43,11/25/2012 10:02:58,ORYONG NO.301,Drifting longlines,"Korea, Republic of",HLHE,8610605,384,47.21,9506098-6210007,924,WCPFC,,25192,7/14/2015 21:36:57,891,KOR,LO,Liners,LLT,LLD,LOA,GT,NO. 301 ORYONG,1/24/2007 8:00:00,,,Authorized,1/24/2012 8:00:00,1/23/2017 8:00:00,,,,,
529687000,Tuna purse seiners,9/4/2014 6:03:02,12/28/2015 21:52:48,MARORAOI,Purse seines,Kiribati,T3LN2,,1102,60.56,K-17811354,933,WCPFC,,25243,11/2/2015 22:18:06,1042,KIR,SO,Seiners,SPT,PS,LOA,GRT,SEA CHASE,9/10/2007 8:00:00,KOR,9/9/2007 15:00:00,Expired,12/9/2014 8:00:00,12/8/2015 8:00:00,,,,,
529782000,Bunkers,10/22/2014 1:45:28,12/31/2015 6:55:43,ANGEL NO.10,,Kiribati,T3QM2,,25800,181.6,K-18924177,9861,WCPFC,,41034,9/24/2015 23:24:36,35649,KIR,VOX,Non-fishing vessels nei,VOB,,LOA,GRT,KYOTO,5/30/2014 20:18:46,BLZ,6/14/2015 15:00:00,Authorized,11/6/2014 8:00:00,9/23/2016 8:00:00,,,,,
576688000,Fish carriers,1/2/2012 13:05:38,12/31/2015 23:00:47,FRIO DOLPHIN,,Vanuatu,YJQK2,8807442,8519,141.58,1964,10912,WCPFC,,41786,10/18/2015 20:02:40,36401,VUT,FO,Fish carriers,FO,,LOA,GRT,GLORIOUS HARVEST,8/29/2014 15:00:00,,,Authorized,8/31/2014 8:00:00,8/30/2017 8:00:00,,,,,
431700560,Longliners,10/22/2012 17:07:55,12/23/2015 19:05:24,Shofuku Maru No. 38,Longlines (not specified),Japan,JQGA,,418,49.9,MG1-1850,4389,IATTC,,4667,8/29/2014 14:13:00,1135,JPN,LO,Liners,LL,LL,LOA,GT,SHOFUKU MARU NO. 38,2/21/2011 3:00:00,,,Authorized,,,,,,,
441811000,Tuna longliners,1/1/2012 22:02:06,12/31/2015 21:27:00,KYUNG YANG NO. 6,Drifting longlines,"Korea, Republic of",6KCA6,,330,51.2,1110001-6261400,8707,IATTC,,6109,5/18/2012 2:00:00,21035,KOR,LO,Liners,LLT,LLD,LOA,GRT,YUH YOW NO. 606,1/29/2012 3:00:00,TWN,1/28/2012 15:00:00,Authorized,,,,,,,
416111500,Longliners,3/24/2014 8:48:07,12/31/2015 10:00:45,FONG CHUN NO. 36,Longlines (not specified),"Taiwan, Republic of China",BI2542,,467,55.9,CT7-0542,8735,IATTC,,6121,2/21/2011 3:00:00,325,TWN,LO,Liners,LL,LL,LOA,GRT,FONG KUO NO. 36,2/20/2011 3:00:00,,,Authorized,,,,,,,
367169590,Multipurpose vessels nei,9/23/2012 23:22:31,1/5/2015 13:46:17,Diane Susan,Multigear not specified,United States of America,WDD6202,,31,15.24,656254,9981,IATTC,,6492,10/30/2014 2:00:00,5920,USA,MO,Multipurpose vessels,MOX,MUL,LOA,GT,DIANE SUSAN,2/21/2011 3:00:00,,,Authorized,,,,,,,
431316000,Longliners,1/4/2012 18:11:46,12/31/2015 22:06:26,KORYO MARU No. 68,Longlines (not specified),Japan,JFFD,9189055,499,52.6,TY1-175,AT000JPN00359,ICCAT,,7043,7/15/2015 2:29:06,622,JPN,LO,Liners,LL,LL,LOA,GRT,KORYO MARU NO. 68,7/31/2007 17:00:00,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3260
271072851,Purse seiners,11/3/2012 14:59:25,12/30/2015 17:35:10,FAT BALIK��ILIK,Gear not known or not specified,Turkey,TCPJ5,9536117,564,46,TUR001519705��,AT000TUR00020,ICCAT,,8267,5/19/2015 6:04:28,6892,TUR,SO,Seiners,SP,NK,LOA,GT,FATO��LU BALIK��ILIK,2/14/2014 4:09:18,,,Unauthorized,2/28/2014 18:00:00,2/27/2015 18:00:00,5/18/2015 6:04:27,2,Expiration of authorization,Explicit CLAV 'DROP' request,2650
224609000,Longliners,8/29/2012 2:08:05,12/31/2015 2:02:07,NUEVO GOLONDRINA,Handline and pole-lines (hand operated),Spain,EAZO,9249934,427,39,ESP000024847,ATEU0ESP00253,ICCAT,,9730,4/13/2015 8:09:56,830,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1552
224366000,Longliners,8/4/2012 4:10:51,12/31/2015 19:49:47,PUNTAL DE AGUETE,Handline and pole-lines (hand operated),Spain,EBRS,9245990,627,42.45,ESP000024967,ATEU0ESP00340,ICCAT,,9805,4/14/2015 8:09:57,972,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1559
619002000,Purse seiners,1/13/2012 20:08:32,12/23/2015 18:49:14,SOLEVANT,Purse seines,Senegal,6WLG,8104204,956,55.43,DAK-1229,AT000SEN00020,ICCAT,,1000596,6/15/2015 4:35:55,21671,SEN,SO,Seiners,SP,PS,LOA,GRT,SANTA MARIA,3/13/2015 5:58:00,CIV,6/9/2015 15:00:00,Authorized,6/9/2015 17:00:00,4/29/2016 17:00:00,,,,,22745
224110000,Longliners,1/19/2012 16:47:50,12/29/2015 11:05:47,CUPLE,Drifting longlines,Spain,EBZG,,203,25.25,ESP000025379,IOTC000222,IOTC,,11595,3/30/2015 4:12:42,1440,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77893
224415000,Longliners,5/21/2013 18:15:26,8/20/2015 9:04:25,MAICOA DOS,Drifting longlines,Spain,EAYU,,620,43.5,ESP000024718,IOTC000247,IOTC,,11609,3/30/2015 4:12:45,729,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77905
412695610,Longliners,8/31/2013 5:36:59,12/30/2015 21:31:43,XIN SHI JI 76,Drifting longlines,China,BZVZ6,,634,48.7,(Zhe)Chuan Deng (Ji) No.:(2015) FT-200060,IOTC000909,IOTC,,12027,7/2/2015 3:18:41,1358,CHN,LO,Liners,LL,LLD,LOA,GT,XIN SHI JI NO.76,7/24/2014 5:59:00,,,Authorized,7/1/2015 15:00:00,3/30/2017 15:00:00,,,,,83153
431700190,Longliners,4/5/2014 4:13:45,12/30/2015 21:27:56,FUKUYO MARU NO. 17,Longlines (not specified),Japan,JE3127,,,32.56,MG1-2025,12047,IATTC,,2433,2/21/2011 3:00:00,374,JPN,LO,Liners,LL,LL,LOA,,SAKAE MARU NO. 8,2/20/2011 3:00:00,,,Authorized,,,,,,,
431935000,Pole and Line vessels,1/1/2012 8:51:45,12/31/2015 10:58:29,OTOSHIRO MARU NO. 3,Handline and pole-lines (mechanized),Japan,JFJX,,,56.87,ME1-913,13596,IATTC,,3342,2/21/2011 3:00:00,915,JPN,LO,Liners,LP,LHM,LOA,,,,,,Authorized,,,,,,,
316006724,Liners nei,6/11/2012 19:08:14,10/28/2015 18:49:13,SNOW QUEEN,,Canada,,,258.15,22.91,21538,5493,WCPFC,,37728,5/31/2014 20:01:27,32343,CAN,LO,Liners,LOX,,UNK,GRT,,,,,Unauthorized,,5/31/2014 20:01:27,5/31/2014 20:01:27,2,Expiration of authorization,Explicit CLAV 'DROP' request,
440195000,Tuna purse seiners,4/22/2014 7:30:38,12/26/2015 9:30:34,SEGYERO,One boat operated purse seines,"Korea, Republic of",6KCD2,9713973,1012,79.6,1407001-6261107,11116,WCPFC,,41973,7/14/2015 0:48:19,36588,KOR,SO,Seiners,SPT,PS1,LOA,GT,,,,,Authorized,7/13/2014 8:00:00,7/12/2019 8:00:00,,,,,
431701560,Longliners,4/9/2013 4:11:05,12/30/2015 19:56:32,Koyo Maru No. 1,Longlines (not specified),Japan,JQMW,,390,49.39,MG1-1862,4631,IATTC,,4733,9/24/2012 2:00:00,646,JPN,LO,Liners,LL,LL,LOA,GT,KOYO MARU NO. 1,2/21/2011 3:00:00,,,Authorized,,,,,,,
271072190,Purse seiners,3/29/2012 1:11:24,12/22/2015 8:49:36,AKTA��LAR-C,Purse seines,Turkey,TC5612,9028017,124.51,46.1,TUR001422986,AT000TUR00002,ICCAT,,8253,12/17/2014 9:21:47,6878,TUR,SO,Seiners,SP,PS,LOA,GT,AKTASLAR-C,4/14/2009 17:00:00,,,Authorized,8/31/2012 17:00:00,8/26/2016 17:00:00,,,,,2635
367558680,Liners nei,6/16/2014 19:53:09,11/2/2015 16:42:24,MIZ JUANITA B,Handline and pole-lines (hand operated),United States of America,,,129,25.5,629975,AT000USA00851,ICCAT,,8876,5/16/2012 17:00:00,7497,USA,LO,Liners,LOX,LHP,LOA,GRT,,,,,Unauthorized,,,5/16/2012 17:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,7436
224047430,Trawlers,5/22/2012 23:47:33,12/24/2015 4:14:21,ALBA MAR,Bottom trawls,Spain,EBVZ,8733457,256.48,31.35,ESP000025084,ATEU0ESP00010,ICCAT,,9542,12/5/2014 11:27:45,7918,ESP,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1572
224259220,Trawlers,8/1/2012 22:54:03,10/7/2015 22:27:21,PESCORIAL,Bottom trawls,Spain,EAHT,8904276,247,29.5,ESP000022369,ATEU0ESP00315,ICCAT,,9782,12/5/2014 11:27:49,8089,ESP,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1745
247065720,Longliners,4/17/2013 20:17:34,12/29/2015 5:23:06,NETTUNO II,Longlines (not specified),Italy,IQON,,73,22.78,ITA000005274,ATEU0ITA00858,ICCAT,,11142,1/22/2015 9:02:17,19966,ITA,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,8812
441047000,Longliners,1/1/2012 9:08:04,10/9/2013 2:02:54,NO.73 CHUNGYONG,Drifting longlines,"Korea, Republic of",6NKT,,423,49.91,9501015-6210006,IOTC000389,IOTC,,11707,3/27/2015 5:02:45,170,KOR,LO,Liners,LL,LLD,LOA,GT,NO. 73 CHUNG YONG,1/13/2010 15:00:00,,,Unauthorized,3/17/2015 15:00:00,,3/27/2015 5:02:45,2,Expiration of authorization,Explicit CLAV 'DROP' request,77603
312028000,Longliners,10/30/2013 6:03:05,11/1/2013 9:17:32,Jin Shyang Yih 666,Drifting longlines,Belize,V3VD,,99,29.3,280110100,IOTC003669,IOTC,,13222,3/9/2015 6:49:12,10022,BLZ,LO,Liners,LL,LLD,LOA,GT,JIN SHYANG YIH NO.666,10/14/2009 15:00:00,,,Unauthorized,11/11/2014 15:00:00,,3/9/2015 6:49:12,2,Expiration of authorization,Explicit CLAV 'DROP' request,77051
416003496,Tuna longliners,8/18/2014 1:05:08,12/31/2015 17:26:08,CHI SHENG NO.6,Gear not known or not specified,"Taiwan, Republic of China",BJ4556,,90.13,26.1,CT4-2556,3687,WCPFC,,22447,8/7/2015 23:47:38,14167,TWN,LO,Liners,LLT,UNK,LOA,GT,,,,,Authorized,5/28/2014 8:00:00,5/27/2019 8:00:00,,,,,
441219253,Tuna longliners,5/28/2015 6:40:38,12/31/2015 12:53:06,ZHONG SHUI 709,Drifting longlines,China,BZZR8,8628987,199,33.76,(LU)CHUANDENG(JI)(2012)FT-100029,9596,WCPFC,,25389,12/11/2015 1:05:38,16047,CHN,LO,Liners,LLT,LLD,RGL,GT,,,,,Authorized,3/30/2013 8:00:00,3/30/2016 8:00:00,,,,,
212121212,Longliners,11/16/2013 2:48:06,11/18/2015 7:07:19,Xin Shi Ji 158,Longlines (not specified),China,BZ1VY,8672225,496,43.2,(Zhe)ChuanDeng(Ji)No.:(2013)FT-200153,15590,IATTC,,28873,3/19/2014 2:00:00,24848,CHN,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,,,,,,,
316001649,Trollers,3/22/2012 13:11:13,12/31/2015 23:46:52,LA PORSCHE,Hooks and lines (not specified),Canada,VY9305,,93.32,22.66,20469,5792,WCPFC,,37941,8/27/2015 14:46:59,24314,CAN,LO,Liners,LT,LX,LOA,GRT,,,,,Authorized,7/16/2015 8:00:00,3/30/2016 8:00:00,,,,,
263570000,Longliners,1/2/2012 23:23:13,2/11/2015 19:32:00,Novos Horizontes,Longlines (not specified),Portugal,CUEM,,498,43,V-27-N,14398,IATTC,,3803,9/4/2015 2:00:00,826,PRT,LO,Liners,LL,LL,LOA,GT,NOVOS HORIZONTES,2/21/2011 3:00:00,,,Unauthorized,,9/4/2015 2:00:00,9/4/2015 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
412420852,Longliners,8/29/2013 9:16:25,12/31/2015 19:33:15,FENG HUI 18,,China,BZ6VW,8668676,460,41,(ZHE)CHUANDENG(JI)(2013)FT-200121,10760,WCPFC,,41640,12/9/2015 20:36:33,24519,CHN,LO,Liners,LL,,RGL,GT,Feng Hui 18,9/20/2013 15:00:00,,,Authorized,9/21/2013 8:00:00,3/30/2016 8:00:00,,,,,
250102800,Trawlers,3/12/2012 0:05:51,12/31/2015 23:51:29,RONAN ROSS,Bottom trawls,Ireland,EIBW,,447,37.3,IRL000I00876,ATEU0IRL00062,ICCAT,,10579,5/13/2015 7:21:18,8556,IRL,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,5/31/2015 17:00:00,12/30/2015 18:00:00,,,,,5670
247149810,Longliners,10/16/2012 20:01:44,12/23/2015 12:30:15,GIUSEPPE ALESSANDRO AIELLO,Longlines (not specified),Italy,IFEJ2,,154,26.88,ITA000026976,ATEU0ITA00960,ICCAT,,11233,1/22/2015 9:35:23,20057,ITA,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,8914
263821000,Longliners,8/1/2012 0:45:47,12/31/2015 22:22:24,HEMISFERIO NORTE,Longlines (not specified),Portugal,CUEQ,8812069,350,34,PRT000019088,ATEU0PRT00036,ICCAT,,11350,3/19/2015 9:15:37,428,PRT,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,1443
416002655,Tuna longliners,8/19/2013 1:19:38,12/31/2015 9:08:02,FENG KUO NO.368,Longlines (not specified),"Taiwan, Republic of China",BJ4648,,79.08,27.16,CT4-2648,3541,WCPFC,,22307,2/13/2015 7:33:28,14041,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,1/13/2013 8:00:00,1/12/2018 8:00:00,,,,,
431466000,Fishery research vessels,1/1/2012 0:59:50,12/31/2015 23:55:04,SHINYO MARU,Gear not known or not specified,Japan,JFCL,,649,55.34,TK1-1200,889,WCPFC,,24896,1/8/2015 3:21:35,15716,JPN,ZO,Fishery research vessels,ZO,UNK,RGL,GRT,,,,,Expired,2/23/2015 8:00:00,3/9/2015 8:00:00,,,,,
775628000,Purse seiners,1/26/2012 5:58:11,12/29/2015 1:28:23,TAURUS TUNA,Purse seines,Venezuela (Bolivarian Republic of),YYEK,,1800,78.52,INSOPESCA1464,AT000VEN00153,ICCAT,,33393,1/20/2014 9:16:12,4737,VEN,SO,Seiners,SP,PS,LOA,GRT,TAURUS TUNA,5/17/2005 15:00:00,VEN,5/17/2005 15:00:00,Expired,7/12/2013 15:00:00,5/16/2015 15:00:00,,,,,25183
353242000,Fish carriers,1/2/2012 12:59:59,12/31/2015 23:59:14,OSTROV BERINGA,Gear not known or not specified,Panama,3FHP2,8517815,5757,116.5,42501-11,AT000PAN00158,ICCAT,,34208,1/7/2015 9:40:10,28835,PAN,FO,Fish carriers,FO,NK,LOA,GT,FRIO KYKNOS,12/29/2014 15:00:00,,,Authorized,12/30/2014 15:00:00,12/30/2015 15:00:00,,,,,27733
247130060,Tuna purse seiners,6/11/2014 20:04:52,12/30/2015 6:23:26,GIUSEPPE PADRE,Purse seines,Italy,IQRL,,85,27.47,00SA02571,IOTC003941,IOTC,,36815,3/6/2007 7:58:56,8764,ITA,SO,Seiners,SPT,PS,LOA,GT,,,,,Unauthorized,3/4/2007 15:00:00,3/6/2007 7:58:56,3/6/2007 7:58:56,2,Expiration of authorization,Explicit CLAV 'DROP' request,10588
416002839,Tuna longliners,2/11/2014 14:27:28,2/5/2015 19:31:15,SHIN SHUEN FAR,Drifting longlines,"Taiwan, Republic of China",BJ4908,,,27.3,CT4-2908,14660,IATTC,,4032,5/18/2012 2:00:00,15001,TWN,LO,Liners,LLT,LLD,LOA,,,,,,Unauthorized,,,5/18/2012 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
271062025,Purse seiners,10/5/2012 18:27:50,12/16/2015 7:46:59,G��RENLER-3,Purse seines,Turkey,TC8292,,285.03,40.45,TUR001453234,AT000TUR00393,ICCAT,,8620,12/16/2014 9:21:52,7244,TUR,SO,Seiners,SP,PS,LOA,GT,G��RENLER 3,4/28/2008 17:00:00,,,Expired,8/31/2012 15:00:00,8/6/2015 15:00:00,,,,,2297
412691310,Longliners,12/14/2015 11:12:02,12/31/2015 20:25:32,ZHANG YUAN YU 24,Longlines (not specified),China,BANJ7,8686408,523,48.6,(Liao)CHUANDENG(JI)(2011)FT-200017,AT000CHN00101,ICCAT,,1001030,12/7/2015 9:43:25,1412,CHN,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,11/30/2015 18:00:00,3/30/2018 17:00:00,,,,,36309
416875000,Tuna longliners,5/16/2013 0:01:44,2/7/2015 8:00:44,WIN LAI FAR,Longlines (not specified),"Taiwan, Republic of China",BH2954,,499.86,53.8,CT6-0954,11366,WCPFC,,1001031,12/9/2015 1:11:19,2577,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,11/14/2012 8:00:00,11/13/2016 8:00:00,,,,,
224094770,Longliners,5/7/2013 2:29:03,12/30/2015 10:28:42,NUEVO CARMEN NIEVES,Handline and pole-lines (hand operated),Spain,EA3619,,52.8,21,ESP000024107,ATEU0ESP03292,ICCAT,,10101,2/19/2015 9:20:32,20980,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2010 18:00:00,12/30/2015 18:00:00,,,,,22696
234203000,Trawlers,1/9/2012 20:56:44,12/31/2015 23:52:37,ENTERPRISE,Bottom trawls,United Kingdom,MVAM7,,,44.99,GBR000B14092,ATEU0GBR00128,ICCAT,,10330,1/22/2013 18:00:00,8313,GBR,TO,Trawlers,TO,TB,LOA,,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,519
224473000,Tuna purse seiners,6/30/2013 14:10:32,12/13/2015 23:01:10,MATXIKORTA,Purse seines,Spain,EGOR,,1000,56.1,BI-2-2706,IOTC000181,IOTC,,11566,3/6/2015 7:46:07,1819,ESP,SO,Seiners,SPT,PS,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77203
263584000,Longliners,6/19/2012 21:46:49,12/11/2015 9:32:06,Balueiro,Drifting longlines,Portugal,CUIB8,9296925,398,39.1,PRT000023097,IOTC005903,IOTC,,13624,1/8/2015 22:28:37,46,PRT,LO,Liners,LL,LLD,LOA,GT,BALUEIRO,3/1/2007 15:00:00,,,Authorized,3/6/2013 15:00:00,12/30/2020 15:00:00,,,,,56969
441233000,Tuna longliners,1/3/2012 16:50:17,12/30/2015 5:59:08,ORYONG NO.355,Drifting longlines,"Korea, Republic of",DTBK6,8804062,380,48.01,0205002-6260008,2145,WCPFC,,20914,7/14/2015 21:39:38,867,KOR,LO,Liners,LLT,LLD,LOA,GT,NO. 355 ORYONG,5/16/2007 8:00:00,,,Authorized,5/16/2012 8:00:00,5/15/2017 8:00:00,,,,,
244309000,Trawlers,1/1/2012 0:03:04,12/31/2015 23:49:41,ALIDA,Bottom trawls,Netherlands,PCLU,8224418,3274,99.94,NLD198400326,ATEU0NLD00016,ICCAT,,33056,12/22/2014 6:22:50,30940,NLD,TO,Trawlers,TO,TB,LOA,GT,,,,,Expired,12/31/2011 15:00:00,12/30/2014 15:00:00,,,,,23466
224155950,Longliners,5/9/2013 10:03:35,12/30/2015 14:05:50,BONITO DOS,Drifting longlines,Spain,ECIM,,126,21,ESP000026355,IOTC015369,IOTC,,35498,3/30/2015 4:13:06,20756,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,78015
